,Unnamed: 0,Driver ID,Driver Onboard Date,Number of Rides,Average Ride Distance in Miles,Average Ride Duration in Minutes,Percentage of Prime Rides: ,Total Revenue: ,Average Ride Revenue,Week 1 Rides,Week 2 Rides,Week 3 Rides,Week 4 Rides,Week 5 Rides,Week 6 Rides,Week 7 Rides,Week 8 Rides,Week 9 Rides,Week 10 Rides,Week 11 Rides,Week 12 Rides,Week 13 Rides,First Ride Week,Last Ride Week
531,531,8a965bfa0851de76169b3206709ca943,2016-04-02,394,4.02863071086492,14.58515228426396,31.218274111675125,5259.8606148069,13.349900037580964,14,35,57,49,43,29,13,32,34,9,41,28,10,1,13
532,532,8b0662c4244f85c5dd7ab46810ca6b04,2016-04-27,39,4.952404441636053,14.550854700854702,43.5897435897436,626.9860261587564,16.07656477330145,0,0,0,0,5,16,2,6,7,2,1,0,0,5,11
533,533,8b09ef45562214f00e7c11ed16d70dc8,2016-04-13,271,3.730297726504922,12.158425584255845,39.483394833948346,3472.5520593555952,12.81384523747452,0,0,57,23,24,44,27,20,28,25,2,1,20,3,13
534,534,8b688ef44a5b17bd7150350d059e67ea,2016-03-29,62,7.2298121008932945,14.960215053763445,6.451612903225807,963.7520660571,15.544388162211291,8,16,20,6,4,4,1,0,1,0,2,0,0,1,11
535,535,8b87786b3a356550a4708f5ab3768792,2016-04-23,32,6.132890657039533,18.494791666666668,9.375,491.8344903790786,15.369827824346206,0,0,0,10,3,3,6,0,4,0,0,1,5,4,13
536,536,8b9b73cd6d63023caa38dbd25c1042cd,2016-03-31,455,3.656188592497888,12.141428571428573,32.747252747252745,5555.525773326331,12.209946754563365,5,32,27,39,36,48,60,52,3,52,54,40,7,1,13
537,537,8bda575d26a589024a4e62aeba352f93,2016-03-29,352,3.4591008228104805,12.960606060606061,24.147727272727273,4198.867383805369,11.928600522174346,10,24,47,29,8,40,25,14,36,31,15,25,48,1,13
538,538,8c0d55bf42d242ac86f43c4031d6371f,2016-04-14,24,3.1298026934436893,14.711111111111109,33.333333333333336,289.88983199738203,12.078742999890919,0,0,5,0,0,14,4,1,0,0,0,0,0,3,8
539,539,8c38fce0915fbb7d816e19c3ecda64fb,2016-04-22,31,2.4440594160619638,13.106989247311828,32.25806451612903,333.23594790618097,10.749546706651001,0,0,0,7,9,0,2,0,2,0,0,0,11,4,13
540,540,8c40d50720fcc5990329f7312d1ad327,2016-04-09,43,8.170748025841013,16.18875968992248,9.30232558139535,741.0543198868272,17.233821392716912,0,15,14,2,0,0,0,0,0,2,10,0,0,2,11
541,541,8c9a890f19a0ab28b745246162e449d7,2016-05-04,223,3.887555832290885,14.292301943198805,31.390134529147982,2851.7470543494023,12.788103382732745,0,0,0,0,0,12,24,34,29,27,26,42,29,6,13
542,542,8cd308e28e213e46e87c9dd9c5aa1466,2016-04-18,257,5.255541593071071,15.506290531776914,28.79377431906615,3820.6397603396417,14.86630256941495,0,0,0,26,27,8,8,32,37,39,2,19,59,4,13
543,543,8d3740598109bb310e6244ecc1971a85,2016-05-12,44,6.524216025315856,16.32310606060606,15.909090909090908,680.558940644405,15.467248651009204,0,0,0,0,0,0,11,12,9,7,0,0,5,7,13
544,544,8d5a99f2032a336a57222948915edf09,2016-04-06,60,3.693356696948232,14.268333333333334,20.0,735.9328391700946,12.265547319501573,0,10,21,26,0,0,0,0,0,0,2,1,0,2,12
545,545,8da0796b60fa75a5ced6d1c3bf1f3064,2016-04-06,377,3.7199772719323896,14.446551724137931,40.053050397877975,5014.225908290562,13.300333974245524,0,37,0,29,43,64,59,14,32,50,11,38,0,2,12
546,546,8dbfef11a650dd9658ca0c6f70b84f88,2016-03-29,245,3.4311264118159226,12.971836734693875,55.91836734693877,3176.5851161884166,12.965653535462927,27,24,14,8,4,0,8,0,14,26,33,31,56,1,13
547,547,8dc9d28aa6ab0af5dcc98420a9bd65e0,2016-04-23,145,4.5201866860820665,14.239885057471266,26.896551724137932,1929.7175216558755,13.308396701075006,0,0,0,10,31,19,9,10,28,29,8,0,1,4,13
548,548,8dfea9e24286290d2f59f5b51f00b6c2,2016-04-01,36,6.185869155471601,15.127777777777775,11.111111111111109,522.1591803016556,14.504421675045993,3,1,3,16,13,0,0,0,0,0,0,0,0,1,5
549,549,8eb2f1fd0858319b86b9e44b64660eb6,2016-03-28,55,7.854976122340384,18.247878787878786,7.272727272727272,931.4870327805188,16.936127868736705,12,12,5,8,3,3,0,4,1,5,1,1,0,1,12
550,550,8ef80bf59ceefb3fef9d41a5c66eff35,2016-04-25,401,4.732808638550019,14.499750623441393,40.1496259351621,5809.6130585260635,14.487813113531328,0,0,0,0,83,76,0,55,31,14,13,72,57,5,13
551,551,8f325f86996ff57a0006add6cb623e19,2016-04-04,254,4.01679800464004,14.488517060367455,25.590551181102363,3260.735599653689,12.837541730920035,0,10,17,36,24,8,22,15,22,33,30,18,19,2,13
552,552,905f8007cd46415eba8b9dce088b4395,2016-04-01,37,4.960704052257111,12.557657657657659,13.513513513513516,489.7333424333369,13.236036281982074,12,2,2,10,4,7,0,0,0,0,0,0,0,1,6
553,553,90a155db6f98de56ed6baaeccb5aafdd,2016-04-08,38,4.0330688029679385,16.955263157894738,42.10526315789474,523.6281430151491,13.779687974082872,0,4,12,14,5,3,0,0,0,0,0,0,0,2,6
554,554,91278ab4c7170ed070a5cd653cab3d26,2016-05-06,40,4.062674761082183,12.690833333333336,17.5,471.8991764739998,11.797479411849995,0,0,0,0,0,7,7,0,7,19,0,0,0,6,10
555,555,914712bea449e20e1cd2e18c269481bf,2016-05-04,687,3.5233968723587705,13.787700145560411,41.19359534206696,8887.194946484264,12.936237185566617,0,0,0,0,0,42,72,84,113,115,90,94,77,6,13
556,556,915b7e1b8cdd0e1bf9826e8ae91706b4,2016-05-06,42,8.480361958495854,17.273015873015872,16.666666666666668,770.1703659460811,18.337389665382887,0,0,0,0,0,8,4,8,0,21,1,0,0,6,11
557,557,922214b02f8dfbde50e8cdaa187dfd47,2016-03-28,314,3.8748170611380903,14.378290870488325,34.71337579617835,4267.971758549054,13.592266746971509,33,15,52,65,0,62,51,31,0,0,0,0,5,1,13
558,558,93337ec6e89c26ff280f490dc3eb9042,2016-04-15,269,3.792896143483605,14.208798017348206,29.739776951672862,3375.8101229468807,12.549480010954944,0,0,13,23,28,45,29,14,14,36,22,14,31,3,13
559,559,93587c4ead63454c615f4651e2841ba2,2016-03-28,368,3.6351942951498883,14.19356884057971,27.17391304347826,4555.4782551377175,12.379016997656839,47,6,12,24,24,17,40,67,42,32,44,13,0,1,12
560,560,93be171268b14a0586c48cb488bbd5cb,2016-05-09,147,4.433037957251078,13.592403628117914,22.448979591836732,1939.5631201672745,13.19430693991343,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
561,561,93fb5779620ce28dea9cb83cbb25ff9b,2016-04-30,43,8.696516064219306,18.25736434108527,20.930232558139533,825.7457010565407,19.203388396663733,0,0,0,0,0,5,5,3,0,11,5,11,3,6,13
562,562,943db956d9c6ccf01435211d99568f15,2016-04-14,567,4.085702182644615,12.936272780717225,39.15343915343915,7735.156330172614,13.642251023232124,0,0,46,69,80,57,66,14,45,40,39,55,56,3,13
563,563,944e9726e57e8c379049dba4bdabb05b,2016-04-20,255,4.50255944648604,14.470392156862745,31.764705882352942,3680.4725069490223,14.433225517447145,0,0,0,12,5,24,19,21,49,24,27,24,50,4,13
564,564,94699541835b03d2a18e265299c11213,2016-04-21,47,6.536391685874134,17.130496453900708,19.148936170212764,733.1682468020017,15.599324400042589,0,0,0,5,0,0,0,0,13,6,0,23,0,4,12
565,565,94731f1d1f9180223445e77690aefc03,2016-04-17,191,2.664612211034838,13.236649214659685,45.02617801047121,2334.605996311117,12.223068043513699,0,0,2,43,6,37,10,7,0,16,11,42,17,3,13
566,566,9494350df132e6748afca3bc5d138dcc,2016-05-04,43,9.276473585444963,18.412403100775194,18.6046511627907,826.7023049231362,19.22563499821247,0,0,0,0,0,17,17,5,2,0,0,2,0,6,12
567,567,94ab22994e3ee32eb32f515563197296,2016-04-09,478,3.8960343575965264,15.302824267782428,39.53974895397489,6494.442110766933,13.586698976499862,0,10,8,5,29,44,58,43,47,64,75,41,54,2,13
568,568,94d5f7697a40886a8723f6015fe47841,2016-03-31,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
569,569,956942174fc793c4bfb6fffc4b3c1c7b,2016-03-28,213,4.000473526866728,12.09201877934272,14.553990610328636,2466.1826247933927,11.578322182128606,5,4,40,8,25,33,18,0,0,6,21,34,19,1,13
570,570,95c1a153c7ec6b5623b8ef298010d2e9,2016-05-06,224,4.287874110771232,16.684598214285714,53.125,3628.923497873869,16.20055132979406,0,0,0,0,0,2,23,31,30,18,41,38,41,6,13
571,571,962f9787bc5b8dd06dbc2147c39ae15b,2016-04-29,274,3.5803678508458696,13.689598540145989,36.861313868613145,3491.043299346313,12.741033939220124,0,0,0,0,10,17,60,64,56,25,0,42,0,5,12
572,572,96d7ab03f9156154f6f2144263a85579,2016-04-06,260,3.651733486541545,15.269615384615385,35.384615384615394,3416.1670694011195,13.139104113081231,0,46,55,0,0,0,37,27,41,20,34,0,0,2,11
573,573,97332a03726c052b1283fdd36dbdeca4,2016-04-15,34,2.600974897272466,13.18578431372549,23.529411764705888,366.7654040372658,10.787217765801936,0,0,10,6,9,9,0,0,0,0,0,0,0,3,6
574,574,9760cb1c8a14d3fcf527631acabee35c,2016-04-25,195,3.4984942067348523,14.195128205128205,53.846153846153854,2639.1379950259106,13.534041000132875,0,0,0,0,10,13,6,54,0,13,43,56,0,5,12
575,575,97c0a0888afa9dcadc73386abcacd350,2016-04-12,379,3.5539651401041414,12.782585751978893,35.09234828496042,4627.014801646434,12.208482326243887,0,0,42,21,22,24,59,41,21,20,26,66,37,3,13
576,576,9835cfed2c02bee16b5f0eeac3b4926a,2016-03-31,55,4.504150204996515,14.716363636363635,18.181818181818183,736.0280656915256,13.382328467118649,18,37,0,0,0,0,0,0,0,0,0,0,0,1,2
577,577,9857a5bc59036a73f9261ea694bc002a,2016-05-06,245,5.0304358511272085,16.52530612244898,32.6530612244898,3817.787178833146,15.582804811563859,0,0,0,0,0,11,63,69,16,23,18,24,21,6,13
578,578,987c2e7dfc9a93697b8dfd030487ff01,2016-04-05,327,3.294535351719201,13.767023445463812,62.38532110091742,4881.675451889179,14.928671106694742,0,47,24,42,0,65,72,38,35,3,1,0,0,2,11
579,579,987f45c1c19d83fcf3295828771c10f7,2016-04-08,38,3.452673963108773,12.998684210526314,47.368421052631575,496.0349500592376,13.053551317348356,0,14,6,1,0,0,1,0,0,2,7,7,0,2,12
580,580,98a7f586f974550506502f52e47700f5,2016-04-17,54,6.59713735881606,16.053086419753086,12.962962962962965,858.0380137199099,15.889592846665002,0,0,12,30,0,0,0,12,0,0,0,0,0,3,8
581,581,98a878a6fe557bf91236e6fc0413faba,2016-04-23,286,4.6271607150601035,16.226223776223776,38.46153846153846,4294.735974177818,15.016559350272093,0,0,0,4,11,25,22,77,20,23,18,41,45,4,13
582,582,99e05511bd051039630e0ee9d311afbc,2016-04-27,267,4.229714472478517,14.536641697877656,36.704119850187276,3690.8736922889702,13.823496974865055,0,0,0,0,11,23,37,22,23,43,32,40,36,5,13
583,583,99e15cb3381c646df2619a95cf805743,2016-04-15,247,6.031114220937706,15.425303643724694,27.12550607287449,3941.6792869136793,15.958215736492631,0,0,37,48,15,12,22,11,26,24,29,14,9,3,13
584,584,99edc641e82b840d4fb6d57db0aff446,2016-04-30,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
585,585,9a2b695c70ad62abcb4323d7e9a4b6cb,2016-04-06,47,4.426487506838407,14.369148936170212,12.76595744680851,594.6256173897375,12.651608880632713,0,16,5,15,11,0,0,0,0,0,0,0,0,2,5
586,586,9a54684a69721c1075c2af5fc077665b,2016-05-11,45,2.780891545602545,12.999259259259258,42.22222222222222,517.5005216320561,11.500011591823466,0,0,0,0,0,0,15,3,0,0,5,0,22,7,13
587,587,9ac5116c46dc8515c0aec6f7153c6440,2016-04-06,258,3.759936063153821,13.372286821705424,46.511627906976734,3699.1725985258972,14.337878288860068,0,15,17,37,0,5,56,64,60,4,0,0,0,2,10
588,588,9b665130b27de44f369a44b2cb752670,2016-05-04,36,4.078897767614881,11.874537037037035,58.33333333333334,540.4084821334625,15.01134672592951,0,0,0,0,0,2,23,0,6,5,0,0,0,6,10
589,589,9b73a887dab36dc0a53f3308bc278a2e,2016-04-16,203,3.515365751930495,12.108210180623974,44.82758620689656,2547.745446694503,12.5504701807611,0,0,9,4,0,0,24,0,0,26,56,53,31,3,13
590,590,9b7b9829183e266882d4815d95357a1a,2016-05-05,46,3.8801080215978367,11.760144927536233,36.95652173913044,593.3013885433364,12.897856272681224,0,0,0,0,0,5,4,30,7,0,0,0,0,6,9
591,591,9c0158ebe58592fdb3d18fb9c4623db7,2016-04-05,297,4.9076311643575234,12.6172278338945,27.272727272727273,4090.3550508966387,13.772239228608212,0,43,40,23,15,24,20,21,38,40,33,0,0,2,11
592,592,9c5835247a252ab6275775341b502f4a,2016-03-31,233,4.239684852548783,14.600357653791132,19.313304721030047,3001.282641232849,12.881041378681756,9,7,5,46,0,0,0,7,13,28,35,33,50,1,13
593,593,9c5a3250d9f6e6537b3b076b26ce16cb,2016-03-29,290,3.4194120271192783,14.546551724137931,43.10344827586207,3769.9799712387257,12.999930935305953,9,17,9,11,15,3,23,29,43,38,17,42,34,1,13
594,594,9c67faa1ab5de24e6d9c60bf7705f658,2016-04-05,266,4.267751474452097,11.485964912280702,33.08270676691729,3425.924990356297,12.87941725697856,0,19,59,29,13,39,18,8,16,15,19,11,20,2,13
595,595,9c8968198038d0ce08f8066275480e62,2016-04-20,349,3.8042949354774738,14.932234957020054,38.10888252148997,4614.447136699928,13.221911566475436,0,0,0,16,30,44,42,33,35,39,19,30,61,4,13
596,596,9cb8155c8eac12669e18a89a2971a8d1,2016-04-20,227,5.447301049725751,14.759691629955947,28.19383259911894,3418.98891188624,15.061625162494447,0,0,0,24,36,20,14,19,29,5,15,21,44,4,13
597,597,9d59581a50c97cf28d30f80cc77dd76c,2016-03-30,53,2.963490717277516,13.452830188679245,49.0566037735849,646.8851725282829,12.205380613741186,1,0,0,0,0,0,4,15,12,15,6,0,0,1,11
598,598,9da29e218f6be3ea257d35f98eee1088,2016-04-05,323,4.006484438114181,13.578121775025801,38.39009287925697,4457.5142085347625,13.80035358679493,0,23,26,23,42,44,47,53,50,15,0,0,0,2,10
599,599,9dc512e71a0f206687f60b8bfc405050,2016-04-23,29,3.5002783321327278,12.612068965517242,34.48275862068966,346.1384650312137,11.935809139007368,0,0,0,1,11,3,0,0,10,0,0,4,0,4,12
600,600,9ded5e80238ea1cb8e923d3f3b03ccd4,2016-05-10,39,3.490489651276061,14.468803418803418,28.2051282051282,469.8054127137003,12.046292633684626,0,0,0,0,0,0,8,0,2,10,3,13,3,7,13
601,601,9e003a96a6aa5a9207530767c2a8b310,2016-05-09,64,5.027623901723688,15.047135416666665,37.5,946.2493417798596,14.785145965310305,0,0,0,0,0,0,6,4,22,32,0,0,0,7,10
602,602,9e291e9ae23649f498e166278c16344a,2016-04-07,58,7.552507067579214,15.071264367816093,10.344827586206897,938.3404664976532,16.178283905131956,0,20,16,20,0,0,0,0,0,0,0,0,2,2,13
603,603,9e5b47cd6f31b05e75e92a427230ebdc,2016-04-09,490,3.785187133374234,15.085306122448976,46.53061224489796,6947.2612437893795,14.178084170998735,0,14,35,41,59,49,61,46,34,23,38,41,49,2,13
604,604,9e9d4402b1038d103b3add7271d9b8ca,2016-04-05,452,3.884042884176892,14.880014749262536,28.761061946902647,5859.242810695689,12.962926572335595,0,28,33,36,37,34,35,39,48,48,45,42,27,2,13
605,605,9ebbe10ae57214da77ecc43f6a84caf0,2016-04-09,258,3.954194521265061,14.045607235142116,29.45736434108527,3373.4045270162505,13.075211345024226,0,6,28,24,22,36,20,13,24,24,23,31,7,2,13
606,606,9f1b385dd82b5a43f98660a99747e3cc,2016-04-29,359,4.55197242918973,14.891272051996285,40.11142061281337,5213.441577022253,14.5221213844631,0,0,0,0,30,45,32,62,45,47,33,31,34,5,13
607,607,9fa4b644d8b6ea510119808c37f22223,2016-03-30,39,3.4741746337804353,11.87820512820513,15.384615384615385,419.56332686484313,10.758034022175462,38,1,0,0,0,0,0,0,0,0,0,0,0,1,2
608,608,a0b52413e2eedcc5ca6f31d53ab1a96c,2016-04-01,41,3.309719148616294,12.084552845528455,26.82926829268293,460.84758268192763,11.24018494346165,13,20,0,4,0,0,4,0,0,0,0,0,0,1,7
609,609,a12d788b7cd01f696bb5ebf28fa739cc,2016-03-31,302,5.3498896384408985,14.65667770419426,34.437086092715234,4596.623788144001,15.22060857001325,18,27,0,20,29,11,0,36,4,39,38,38,42,1,13
610,610,a1a2b1b116fad0bfb521da9cf92df2b5,2016-05-04,277,4.1558485374119565,14.924247894103491,29.963898916967512,3646.213996379468,13.163227423752591,0,0,0,0,0,22,43,18,13,28,37,57,59,6,13
611,611,a21d85d9c18b9589f82a618f0531ecac,2016-03-28,33,2.6516799094377483,10.647474747474748,54.54545454545455,399.7219685005447,12.112786924258929,3,3,5,4,0,2,5,5,2,0,4,0,0,1,11
612,612,a22aad223462e8196b76f259752ccee4,2016-03-31,67,8.056496322122594,16.430348258706466,13.432835820895527,1178.8979096430835,17.595491188702738,3,9,20,10,0,2,4,2,10,1,3,2,1,1,13
613,613,a2334fdb829cf96fbae920df0cce1587,2016-04-08,25,3.036549144369742,13.609333333333332,48.0,300.12681247902873,12.005072499161146,0,25,0,0,0,0,0,0,0,0,0,0,0,2,2
614,614,a2bdf1915008a135e5ddaf8cf110adf9,2016-05-12,438,4.795522121351769,15.566971080669711,37.442922374429216,6506.6914448842335,14.85545991982702,0,0,0,0,0,0,15,67,62,51,76,100,67,7,13
615,615,a2f170312615f7d2d41b80da4d5d7a72,2016-05-11,217,3.9117045949339855,14.610215053763444,39.1705069124424,2934.9909069483965,13.525303718656206,0,0,0,0,0,0,26,38,48,47,21,23,14,7,13
616,616,a324cc0a17ed8b72ef62b06a021224a2,2016-04-14,208,3.753575283130877,12.570833333333333,33.17307692307692,2574.3989604713715,12.376918079189286,0,0,2,22,38,33,17,5,22,19,21,0,29,3,13
617,617,a33de78c73e2b157118fc745e8c2214d,2016-04-27,297,5.358973724887703,16.680527497194163,30.303030303030305,4607.846203107071,15.514633680495189,0,0,0,0,39,24,51,26,22,20,44,25,46,5,13
618,618,a3c39ee40d7bb0ab8e49efc44cb6735c,2016-03-30,224,4.386786109301241,13.037648809523807,33.035714285714285,2978.8630431046245,13.298495728145644,16,17,16,13,23,13,15,33,17,28,4,3,26,1,13
619,619,a3e28ae11607ad68dedbc2baff2210e2,2016-04-23,29,3.0292135178138992,12.620689655172415,44.82758620689656,391.0304105844632,13.483807261533213,0,0,0,5,14,8,2,0,0,0,0,0,0,4,7
620,620,a3e6503d6fd14f55f5a7a7e993c06c0b,2016-05-01,282,3.7576987421036088,15.794503546099289,46.80851063829788,4020.52864782768,14.25719378662298,0,0,0,0,6,44,46,54,46,17,60,7,2,5,13
621,621,a4401d3bb25a651812f6781fcce5df77,2016-04-14,667,3.957152185585908,13.898425787106447,41.22938530734633,9145.161060129189,13.71088614712022,0,0,28,36,45,76,77,113,85,63,89,55,0,3,12
622,622,a4463e077e248abcd96b8ee584e7fec5,2016-04-22,224,4.494200373178712,13.430952380952382,20.535714285714285,2889.447638901661,12.899319816525272,0,0,0,4,20,19,50,13,28,12,29,27,22,4,13
623,623,a533ee906b3e68bcd03e3e2888a844a8,2016-03-30,272,7.020774044018045,17.113480392156866,24.632352941176467,4651.849617516078,17.102388299691462,21,32,36,25,20,22,19,12,17,8,22,28,10,1,13
624,624,a53de9ae055503d13bbcd6e19c5c311e,2016-04-23,450,3.660463985926598,13.366666666666667,37.333333333333336,5752.284898557794,12.782855330128431,0,0,0,7,38,52,63,57,42,61,24,57,49,4,13
625,625,a5637a20ede3d6cb3be2d52d17d9174b,2016-03-31,317,3.896669595024533,12.830914826498425,42.27129337539432,4186.76480041197,13.207459938208109,25,26,23,16,27,45,28,24,22,7,30,22,22,1,13
626,626,a5964a3b81fcc810585ec982edcb3689,2016-04-11,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
627,627,a60115fe0ec8c0e2d4fb8958a28567f6,2016-04-26,33,3.787097364588759,13.204545454545455,21.21212121212121,385.1027461806289,11.669780187291785,0,0,0,0,2,0,0,0,9,7,7,8,0,5,12
628,628,a632e60ee41d9aab624a6b7fd6269976,2016-04-27,431,3.990527799769311,14.66446249033256,51.97215777262181,6348.723142669248,14.730216108281315,0,0,0,0,62,34,39,46,52,66,38,62,32,5,13
629,629,a6505f04908e487e37c61c2a2a582eaf,2016-05-10,44,4.554054909014085,14.186742424242425,25.0,573.9593000080779,13.044529545638134,0,0,0,0,0,0,9,1,11,0,2,12,9,7,13
630,630,a69bbe711400a8eaf17206a9d2b4f26a,2016-05-13,280,4.7729748130999585,12.037380952380953,31.07142857142857,3761.229720230031,13.432963286535823,0,0,0,0,0,0,20,53,51,29,55,37,35,7,13
631,631,a6fe0a06612bc9d9fd3f7dc1fd9615f0,2016-04-11,308,4.332598069160884,12.853896103896105,36.688311688311686,4082.965810283512,13.256382500920491,0,0,42,15,13,36,18,37,48,31,16,24,28,3,13
632,632,a741036dcc0164fabc9155e11816f7c3,2016-04-29,212,3.771714925443478,14.327751572327044,34.43396226415094,2793.0254512719503,13.174648355056368,0,0,0,0,4,17,33,33,12,27,34,21,31,5,13
633,633,a746873c2f5431e9ac8e12c47a104115,2016-04-16,229,4.491290280758996,13.196724890829694,31.004366812227076,3161.7405950275697,13.806727489203361,0,0,1,12,33,9,19,24,53,5,6,51,16,3,13
634,634,a7638b7beea5715330ac956372522b07,2016-03-31,39,3.6455141827530513,11.531196581196582,17.94871794871795,427.3828541172158,10.958534720954251,9,22,1,6,1,0,0,0,0,0,0,0,0,1,5
635,635,a7ae2d9768b3eddb584395f2d984b3a2,2016-04-19,496,3.62862009751944,14.611727150537634,34.67741935483871,6523.332634600726,13.151880311695011,0,0,0,4,95,64,74,43,17,69,0,68,62,4,13
636,636,a7db008438b8a1a26c201f7de3a6fd74,2016-04-21,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
637,637,a7fa04a6b4111cac92989ac266ec40d2,2016-05-10,60,5.0442831636985765,11.995,21.66666666666667,785.871216985431,13.097853616423853,0,0,0,0,0,0,4,14,10,14,18,0,0,7,11
638,638,a84478867f4a6fb6450da1cb47458308,2016-03-31,575,3.4158523531925864,14.828695652173913,43.47826086956522,7680.506794168208,13.357403120292535,56,85,57,53,72,53,8,17,64,5,18,50,37,1,13
639,639,a854b4bcf206030120913620bc664396,2016-04-06,345,3.3909751103296824,13.919227053140096,32.7536231884058,4275.802338122044,12.393629965571144,0,34,66,42,77,0,4,46,45,31,0,0,0,2,10
640,640,a85adc80be31a10c23b7aaf380e39173,2016-05-13,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
641,641,a8bf411134a27779046e2f7ed3b2e1cf,2016-04-22,35,5.873303874347781,16.927619047619046,28.57142857142857,567.2561380534878,16.20731823009965,0,0,0,5,15,6,0,0,0,0,0,8,1,4,13
642,642,a909251d04212c2b8d369aa619c13ddf,2016-04-09,50,4.7391228702449455,13.847666666666667,16.0,683.5956269951242,13.671912539902484,0,8,7,12,13,6,3,1,0,0,0,0,0,2,8
643,643,a943514117ddea18c75bd09ca6955ede,2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
644,644,a95c73a18090636ec3a8033e8a6034c5,2016-04-29,344,3.692110098000596,13.556298449612402,34.011627906976734,4329.204521137025,12.584896863770421,0,0,0,0,7,37,19,49,22,35,40,61,74,5,13
645,645,a9af04859e568ded6758279d805c56e8,2016-05-04,472,3.912847313131629,13.763594632768363,47.45762711864407,6532.988306391647,13.841076920321285,0,0,0,0,0,9,46,76,68,70,72,42,89,6,13
646,646,a9dc82f0789aee809c81669dc768ced0,2016-04-08,504,5.329732182432669,15.17334656084656,41.26984126984127,7843.069621504262,15.561646074413217,0,15,4,51,26,59,70,25,68,44,0,77,65,2,13
647,647,aab4ab866a771d21006a07cfff585eff,2016-05-13,263,4.081946352993299,14.509695817490494,44.86692015209125,3638.2639644999385,13.83370328707201,0,0,0,0,0,0,19,23,37,48,46,51,39,7,13
648,648,ab76a5e04d9126c2070bf84ac419f80e,2016-05-12,42,3.2680507300537878,13.69920634920635,54.76190476190475,580.2628254336147,13.815781557943208,0,0,0,0,0,0,17,8,0,0,1,0,16,7,13
649,649,abc63585621a8cc49099bc9dde677f27,2016-05-02,706,4.216756849032582,13.437063267233238,40.08498583569405,9585.953376120027,13.577837643229499,0,0,0,0,0,62,105,79,78,91,91,102,98,6,13
650,650,ac3c378542ada7cfedc24720ef9e3273,2016-04-22,47,3.5192436492401145,15.256028368794324,31.914893617021278,605.1257558336544,12.875016081567116,0,0,0,0,6,10,18,0,13,0,0,0,0,5,9
651,651,ac51126328b559dd3872766d2455bba0,2016-04-13,59,3.9764590305784897,16.009604519774012,23.728813559322035,814.9308901661548,13.812387968917875,0,0,19,20,14,0,0,4,2,0,0,0,0,3,9
652,652,ac986e2a577103efe48b23cd17a4b6ed,2016-04-15,42,4.024187377611764,14.941269841269838,35.714285714285715,553.4166997350882,13.17658808893067,0,0,11,15,14,0,0,2,0,0,0,0,0,3,8
653,653,acd5d321f5a7e35ccc3bf80a2c744c36,2016-04-18,302,5.0710928596700855,16.232726269315673,30.79470198675497,4597.830235268285,15.224603428040679,0,0,0,53,53,4,28,20,26,50,0,13,55,4,13
654,654,acd7dc6118befb6724aa3752d1cdbea1,2016-04-19,70,6.963076256637592,15.002142857142855,25.714285714285715,1320.8769595983451,18.869670851404926,0,0,0,19,25,4,22,0,0,0,0,0,0,4,7
655,655,ace64b24a38208dc0712bc65314027ac,2016-05-11,200,3.77446033777822,12.42025,42.5,2588.0568742517635,12.94028437125882,0,0,0,0,0,0,19,41,22,21,23,26,48,7,13
656,656,acedcaee665d04c791bff1bf848af3a0,2016-05-05,196,5.340432368903668,14.652721088435376,28.57142857142857,3014.377722683419,15.37947817695622,0,0,0,0,0,8,25,21,39,20,21,31,31,6,13
657,657,ad6489ea30a7952d7f3ec6277553fc4f,2016-04-05,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
658,658,ad6a8aef632e7684c3b1e1e9dc0f7d23,2016-05-12,46,5.440537060561148,13.620652173913046,41.30434782608695,855.7597739653108,18.603473347071976,0,0,0,0,0,0,41,5,0,0,0,0,0,7,8
659,659,add2977c3e55ba8475f60054a75a8b14,2016-05-07,45,5.778421243767286,14.687777777777775,51.111111111111114,817.0303076965296,18.156229059922875,0,0,0,0,0,9,27,9,0,0,0,0,0,6,8
660,660,ae08f3a379c6069211342d448f74b606,2016-04-17,277,3.064491446344419,15.398736462093867,32.12996389891697,3359.698794227239,12.128876513455735,0,0,1,18,30,37,37,19,27,21,40,40,7,3,13
661,661,aecea7471a8a5efd539c4bb549f21a69,2016-05-05,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
662,662,aeda204ee39ccc79f22fe31ed73882ad,2016-04-30,39,2.8149140928292633,11.977350427350428,41.02564102564103,452.81740057932655,11.61070257895709,0,0,0,0,9,15,15,0,0,0,0,0,0,5,7
